headline,link,news
GM expects to be forced to idle Kansas auto plant next week,https://www.reuters.com/business/autos-transportation/gm-expects-be-forced-idle-kansas-auto-plant-next-week-2023-09-15/,"Sept 15 (Reuters) - General Motors (GM.N) said on Friday it expects to be forced to idle operations at its Kansas assembly plant next week after the United Auto Workers union struck a nearby Missouri plant earlier in the day - the first ripple effect from the walkout. The Detroit automaker said the Wentzville, Missouri, plant, where workers went on strike, is providing critical stampings to its Fairfax, Kansas, assembly plant. ""Due to the strike’s impact on Wentzville operations, we anticipate running out of parts for Fairfax as soon as early next week. The parts situation is fluid, and we are actively managing the situation,"" GM said. ""Since Fairfax won't be able to run production due to a part shortage caused by the strike in Wentzville, there is no work available."""
UAW Chief Shawn Fain disrupts Detroit's labor tradition,https://www.reuters.com/business/autos-transportation/uaw-chief-shawn-fain-disrupts-detroits-labor-tradition-2023-09-15/,"Sept 15 (Reuters) - He is known to quote the Bible and Nation of Islam civil rights leader Malcolm X. He is a social media fanatic who keeps the pay stubs of his union member grandfather in his wallet. And now, Shawn Fain is representing nearly 150,000 auto workers in one of the biggest labor strikes in decades. In taking action against all three Detroit carmakers, Fain, the head of the United Auto Workers, has remade the strategy of the union he leads, choosing a bolder, much riskier path than his predecessors after he won office by a narrow margin in a first-ever direct election earlier this year. The strike started as the clock hit midnight on Friday, and followed Fain's decision to open negotiations with Ford Motor (F.N), General Motors (GM.N) and Stellantis (STLAM.MI) simultaneously and eschew public niceties involving choreographed handshakes that famously kicked off previous negotiating efforts. The strategy is not without risk. A weeks-long strike would hit workers who live paycheck to paycheck, while the Detroit Three automakers have billions in cash to withstand the walkout. Fain, 54, has made creative use of social media, appearances on network and cable news programs and alliances with high-profile progressive politicians such as U.S. Senator Bernie Sanders, to reframe the UAW's contract bargaining as a battle to re-set the balance of power between workers and global corporations. He has rebutted automakers' concerns about labor costs by pointing out that they have poured billions into share buybacks to benefit investors. ""If they’ve got money for Wall Street they sure as hell have money for the workers making the product,"" he said. “We fight for the good of the entire working class and the poor."" In lengthy social media talks to UAW members, Fain alternates quoting Bible verses with the use of charts and graphs to dissect wage and benefit offers from the automakers - details his predecessors kept behind closed doors during bargaining crunch time. Fain, in his unorthodox approach, ran what amounted to a public auction among the companies to push each one to top the other to avoid a costly walkout. Prior UAW presidents picked just one automaker to set a pattern for the other two. Over and over, Fain has told UAW members at the Detroit Three that they can reverse 20 years of wage and retiree benefit concessions, stop further plant closures and end a seniority-based, tiered compensation system that pays new hires as much as 44% less than veteran workers. ""He's basically showing me who he is and where he comes from every time he presents himself. So, when he shows the plan, I can follow it. I understand that it’s a new way of going about things and I think he’s really shaking them up,” said Darwin Segers, 49, a UAW member who works at the Stellantis Mack Plant in Detroit. Achieving any one of those goals in one bargaining round would be a significant achievement. UAW-Detroit Three contracts have tended toward incremental change, with worker gains offset by provisions that allowed the companies to drive costs down with automation and process efficiency. Referring to Biblical scripture, Fain asked union members: ""Are you willing to have faith and move that mountain? Nobody’s coming to save us."" Fain, whose grandfather was a UAW member, has escalated his rhetoric - and his stagecraft - since bargaining kicked off in July. In one of his early Facebook Live videos, he delivered his message wearing a black T-shirt with a quotation from Malcolm X on the back. The Wednesday before contract expiration, he said UAW members must fight for a better contract ""by any means necessary"" - one of Malcolm X's most quoted phrases. The crucial test for Fain's strategy comes as the current contracts with the Detroit Three expire. In 2019, the union launched a strike against GM when the company refused to agree to a contract by the deadline. That six-week strike cost GM $3.6 billion and stressed the finances of UAW members. The union has since beefed up its strike fund to $825 million, but the automakers have much more in cash and weeks of inventory they can run down. ""The UAW needs to be careful not to overplay their hand, as the balance sheets of The Detroit Three are flush with cash and they can probably wait things out longer than the workers can,"" wrote CFRA Research analyst Garrett Nelson. Other unions, including Teamsters at delivery giant United Parcel Service (UPS.N) and writers and actors in Hollywood, have also been emboldened, and some including UPS have won substantial raises. The actors have been on strike for more than 60 days; the writers, more than 100 days. Like the Hollywood unions, the UAW members at the Detroit Three face threats from new technology that a richer contract will not resolve. Company executives have said the UAW's demands will make them uncompetitive as the shift to EVs offsets the profits delivered by the combustion trucks UAW members build. Ford CEO Jim Farley went even further in a CNBC interview on the day of contract expiration: ""You want us to choose bankruptcy over supporting our workers,"" he said. Fain dismisses those warnings. ""They pretend the sky will fall if we get our fair share of the quarter of a trillion dollars the Big Three have made over the past decade,"" Fain said. ""It’s the billionaire economy - that's what they are worried about."" (This story has been corrected to fix the length of time for the actors' strike to 60 days in paragraph 19)"
Ford’s boss evokes empty threats in union battle,https://www.reuters.com/breakingviews/fords-boss-evokes-empty-threats-union-battle-2023-09-15/,"NEW YORK, Sept 15 (Reuters Breakingviews) - Ford Motor (F.N) boss Jim Farley is breaking out the ""B"" word. In a Thursday interview with CNBC, Farley said that pay-rise demands from the United Auto Workers would have driven Ford “bankrupt” if implemented back during 2019 contract negotiations. For now, using “bankrupt” and “Ford” in the same sentence seems like an empty threat. Even in the event of a prolonged strike, Ford has a buffer. The company is sitting on $10 billion of cash net of debt and $47 billion in total liquidity. General Motors (GM.N) estimated a 40-day strike in 2019 led to $3.6 billion of operating losses. Such pain wouldn’t be pretty for shareholders, but it’s hardly a cash problem. That bundle of dough is also a tempting target. Take Farley at his word that Ford would have lost $15 billion over the last four years if the UAW’s wishlist had been in place. That implies around $9 billion of extra costs in North America. Sure, that might push free cash flow negative this year. But for now, profit is at the heart of this dispute.(By Jonathan Guilford) Follow @Breakingviews on X (The author is a Reuters Breakingviews columnist. The opinions expressed are their own.) Capital Calls – More concise insights on global finance: H&M looks out of sync with shoppers’ reality  read more  Deliveroo lacks tasty recipe for takeover call  read more  Citi’s big restructuring has a familiar ring to it  read more  Unity discovers how real the revenue struggle is  read more  Rising US gas prices are both good news and bad  read more "
Audi exec says lower tax on imported EVs will help test India market,https://www.reuters.com/business/autos-transportation/audi-exec-says-lower-tax-imported-evs-will-help-test-india-market-2023-09-15/,"BENGALURU, Sept 15 (Reuters) - Volkswagen (VOWG_p.DE)-owned Audi's India unit said on Friday that any potential cut down on electric vehicle (EV) import taxes would help the German carmaker experiment better with models and pricing in the world's third-largest car market. ""If we get a window of three to five years where the government is able to reduce the duties, it will let us experiment what models make sense for India and help in terms of pricing points,"" Audi India head Balbir Singh Dhillon told Reuters on the sidelines of a showroom launch in Bengaluru. Reuters reported last month that the Indian government is working on a new EV policy that would slash import taxes for automakers that commit to some local manufacturing. Dhillon said that the India arm is in talks with the German parent to initiate assembling ""some"" of its electric cars locally, but declined to provide details on timeline or potential models. Audi is trying to catch up with its peers, BMW (BMWG.DE) and Mercedes (MBGn.DE), in the transition to electric. Currently, the company's India arm only makes internal combustion engines locally, which is used in its petrol cars. India's commerce minister, Piyush Goyal, said earlier in the week that the government will consult with the industry and come out with a new policy to attract greater EV investments. The efforts come as India pushes towards greener mobility, with the government hoping to increase electric car sales to 30% by 2030 from current nascent levels of 2%. Of this, luxury EVs are a fraction. After four models launched last month, six out of 16 models in Audi India's offerings are electric cars, which are entirely imported and sold in the country priced between $136,000 and $234,000."
Unions call for one-day strike at Stellantis' Melfi plant in Italy over new models,https://www.reuters.com/business/autos-transportation/unions-call-one-day-strike-stellantis-melfi-plant-italy-over-new-models-2023-09-15/,"MILAN, Sept 15 (Reuters) - Unions called for a one-day strike at Stellantis' (STLAM.MI) Melfi plant in southern Italy on Sept. 18 over lack of new details by the carmaker about its future production there, UILM, FIM-CISL, Fismic and Uglm said on Friday. The Franco-Italian group in June said it planned to produce five new models in Melfi - where it employs more than 5,000 workers - with the fifth one ""subject to performance improvement"". Unions said in a statement that Stellantis, in a meeting held on Friday, declined to give them updates on the fifth model and on which models it will assemble at the facility, pending talks with the Italian government over a wider deal. Marco Lomio, the local head of UILM, said Melfi workers are called to an 8 hour strike on each of Monday's three scheduled shifts, with a total halt of the facility on that day. The strike is not related to the ongoing action by United Auto Workers in the U.S. at three factories owned by General Motors (GM.N), Ford Motor (F.N) and Chrysler parent Stellantis. Stellantis was not available for comment."
"What industry experts, leaders say about the autoworkers' strike",https://www.reuters.com/business/autos-transportation/what-industry-experts-leaders-say-about-us-auto-workers-strike-2023-09-15/,"Sept 15 (Reuters) - The United Auto Workers (UAW) union launched simultaneous strikes at three factories owned by General Motors (GM.N), Ford (F.N) and Chrysler parent Stellantis (STLAM.MI) on Friday, kicking off the most ambitious U.S. industrial labor action in decades. The walkouts will halt production of the Ford Bronco, Jeep Wrangler and Chevrolet Colorado pickup truck, along with other popular models. Here is what people are saying about the unprecedented walkouts: GM CEO MARY BARRA TO CNBC: ""Every negotiation takes on the personality of the leader who's running, you know, from a UAW perspective, as well as what the situational issues are at the time. But I think the key in any of this is to get to the table, talk through the issues. And then that's what we've been working to do."" SAM FIORANI, PRODUCTION FORECASTER AT AUTO FORECAST SOLUTIONS: ""This is more of a symbolic strike than an actual damaging one ... If the negotiations don't go in a direction that (UAW President Shawn) Fain thinks is positive, we can fully expect a larger strike coming in a week or two."" DAN IVES, ANALYST AT WEDBUSH: ""If the strike lasts longer than three to four weeks, it will be moderately detrimental to GM and Ford's EV strategy in 2024...While the Detroit stalwarts battle with the UAW, there's a bottle of champagne that's being iced at Tesla (TSLA.O) headquarters."" KOJI ENDO, HEAD OF EQUITY RESEARCH, SBI SECURITIES: ""It's still not known to what percentage wage hike the UAW and the Big 3 will agree, but if it for example leads to a 15% or 20% wage hike for the UAW, Japanese manufacturers (whose workers) do not belong to the UAW will also have to raise wages (by) about the same amount, otherwise workers at Japanese factories will disappear."" LEE JAE-IL, ANALYST AT EUGENE INVESTMENT & SECURITIES: ""For South Korean automakers, the UAW strike could help raise their car prices in the United States due to production cuts, and that could create a seller's market environment. Also, it could potentially help increase its car exports to the United States. However, production disruptions at parts suppliers that supply to GM would be inevitable."" ARTHUR WHEATON, DIRECTOR OF LABOR STUDIES AT CORNELL SCHOOL OF INDUSTRIAL AND LABOR RELATIONS: ""It's not a devastating hit to the communities. It's not a devastating hit for the strike fund. It's not a devastating hit on the balance sheet for any of the automakers but it starts to raise the stakes, which was the intent."" ""I think they are making progress at the table... the initial (automaker) offers were much lower, like 9% (wage) increases and now you're up to 20% for increases. So that's more than double. You're seeing the UAW come down. You're no longer hearing anything about the 32-hour work week from the UAW."" STELLANTIS: ""We are extremely disappointed by the UAW leadership's refusal to engage in a responsible manner to reach a fair agreement in the best interest of our employees, their families and our customers. We immediately put the Company in contingency mode and will take all the appropriate structural decisions to protect our North American operations and the Company."" DEMOCRATIC U.S. REPRESENTATIVE ELISSA SLOTKIN OF MICHIGAN: ""I'm looking forward to joining our auto workers on the picket line this weekend. For the sake of Michigan's economy and our working families, I hope this strike is short-lived ... I hope the UAW and the Big Three continue to negotiate in good faith to reach a fair agreement as quickly as possible."" JAY TIMMONS, NATIONAL ASSOCIATION OF MANUFACTURERS PRESIDENT: ""The impact of this strike will echo far beyond the city of Detroit as multiple economic analyses have demonstrated. The small and medium-sized manufacturers across the country that make up the automotive sector's integrated supply chain will feel the brunt of this work stoppage, whether they are a union shop or not."" MONICA BOSIO, ANALYST AT INTESA SANPAOLO: ""While at this stage the final impact of the strikes on selected plants is difficult to quantify, we highlight that amongst the Big Three, Stellantis is the most profitable one and could leverage on a lower break-even point as well as on higher inventories days than GM and Ford."" MARTINO DE AMBROGGI, ANALYST AT EQUITA: ""We confirm our idea that if the strike were to last less than two weeks it could be recovered by the end of the year, while if it were to last longer it could compromise Q4 performance."" DONALD TRUMP, FORMER U.S. PRESIDENT: ""The all Electric (car) is a disaster for both the United Auto Workers and the American Consumer. They will all be built in China and, they are too expensive, don't go far enough, take too long to charge, and pose various dangers under certain atmospheric conditions. If this happens, the UAW will be wiped out, along with all other auto workers in the United States. The all Electric Car policy is about as dumb as Open Borders and No Voter I.D. IT IS A COMPLETE AND TOTAL DISASTER!"" ""Pickups likely hit next. Despite ""targeted"", very soon, the strike could hit max pain for OEMs given SUV/pickup profitability. The targeted strike is intended to give UAW flexibility strike fund duration."" ""The Detroit Three could face uncertainty & volatility for well over a year. Transmission plants could be future targets, though needed strike pay for MI workers adds cost."" ""These (plants) were chosen carefully by the UAW and reflect a strategy that will ensure a large number of suppliers and dealers are affected, while reducing the number of UAW workers that, at least initially, are on strike and receiving strike pay."" ""Despite the noise around the strike, based on public comments by company management and our understanding of the process, Ford appears closest to getting a deal done in terms of procedure and numbers, GM may not be too far behind, but Stellantis has a long way to go."" ""While the UAW strike actions could prove quite costly for the Detroit 3, we currently do not expect such to result in negative credit implications of a magnitude sufficient to result in a change in the ratings or in the trends on the ratings on GM, Ford or Stellantis."" ""The UAW strike and indeed the 'summer of strikes' is the natural result of the Biden administration's 'whole of government' approach to promoting unionization at all costs."""
EV maker VinFast seeks 'daring' applicants in India hiring drive,https://www.reuters.com/business/autos-transportation/ev-maker-vinfast-seeks-daring-applicants-india-hiring-drive-2023-09-15/,"NEW DELHI/HANOI, Sept 15 (Reuters) - Vietnamese electric vehicle (EV) maker VinFast has begun hiring in India, seeking recruits who ""dare to think, dare to do, and dare to face difficulties,"" according to a LinkedIn ad. The loss-making startup, whose market value has roughly halved since its blowout $85 billion Wall Street debut last month, said earlier this week it planned to set up in several countries including India, but gave no timing or details. The LinkedIn post shows it is seeking to fill sales, legal and back office jobs in India, among others. Formed and almost entirely controlled by Pham Nhat Vuong, Vietnam's richest person and founder of parent conglomerate Vingroup (VIC.HM), VinFast is currently valued at close to $39 billion. It is looking for people to join the company's office in Gurugram, a satellite city on the outskirts of the Indian capital New Delhi, ""for multiple roles across all areas of automotive business"", the LinkedIn job ad said. Asked about the ad, VinFast said it was researching the market and would provide ""official information"" in a couple of weeks. The ad said the company, which competes with Tesla (TSLA.O), was looking to hire dealer managers, sales training managers and service quality control personnel. It wants people for legal, finance and human resource work too. ""Suitable candidates need to have at least three years of experience ... along with daring personal traits: dare to think, dare to do, and dare to face difficulties,"" it said, adding that jobs would come with ""attractive compensation"". If VinFast enters India, the world's third-largest car market, it will compete in a nascent but fast-growing segment currently dominated by domestic heavyweight Tata Motors (TAMO.NS). Tesla is also eyeing India, and is in talks with New Delhi about setting up a factory. Electric models accounted for just around 2% of total car sales in India last year, but the government wants this to reach 30% by 2030. It is working on a new scheme to attract EV makers by offering them lower import taxes in return for investment in local manufacturing, Reuters reported last month. In a U.S. regulatory filing earlier this week, VinFast said it planned to invest $1.2 billion in Indonesia to sell cars and build a factory there."
What people are saying about the US auto worker strike,https://www.reuters.com/business/autos-transportation/what-people-are-saying-about-us-auto-worker-strike-2023-09-15/,"Sept 15 (Reuters) - The United Auto Workers union launched simultaneous strikes at three factories owned by General Motors (GM.N), Ford (F.N) and Chrysler parent Stellantis (STLAM.MI) on Friday, kicking off the most ambitious U.S. industrial labor action in decades. The walkouts will halt production of the Ford Bronco, Jeep Wrangler and Chevrolet Colorado pickup truck, along with other popular models. Here is what people are saying about the unprecedented walkouts: STELLANTIS: ""We are extremely disappointed by the UAW leadership's refusal to engage in a responsible manner to reach a fair agreement in the best interest of our employees, their families and our customers. We immediately put the Company in contingency mode and will take all the appropriate structural decisions to protect our North American operations and the Company."" DEMOCRATIC U.S. REPRESENTATIVE ELISSA SLOTKIN OF MICHIGAN: ""I stand with the men and women of the UAW who are doing the most American thing you can do: fighting to make sure a hard day’s work means a good life for you and your family. For the last two years, we’ve passed bills to incentivize American manufacturing and bring supply chains home from places like China. But the companies that benefit from these policies need to do right by the workers who make their success possible. ""I’m looking forward to joining our auto workers on the picket line this weekend. For the sake of Michigan’s economy and our working families, I hope this strike is short-lived. As someone who used to negotiate international agreements, I know that no one should let the perfect be the enemy of the good. I hope the UAW and the Big Three continue to negotiate in good faith to reach a fair agreement as quickly as possible.” JAY TIMMONS, NATIONAL ASSOCIATION OF MANUFACTURERS PRESIDENT: ""The impact of this strike will echo far beyond the city of Detroit as multiple economic analyses have demonstrated. The small and medium-sized manufacturers across the country that make up the automotive sector’s integrated supply chain will feel the brunt of this work stoppage, whether they are a union shop or not. ""American families are already feeling economic pressures from near-record-high inflation, and this will only inflict more pain. We urge a swift resolution to end this strike and avoid further undermining the strength of our industry and harming our broader economy."" ""Our autoworkers are the backbone of the industry. They helped build the middle class in our country and keep our economy strong. They deserve just pay and benefits, job security, and the commitment to be treated as equal partners with our auto companies as they lead the new clean energy economy. I stand with the UAW.”"
UAW nears strike at Detroit Three as Ford blasts union,https://www.reuters.com/business/autos-transportation/detroit-three-strike-deadline-nears-sides-remain-far-apart-2023-09-14/,"Sept 14 (Reuters) - A first-ever simultaneous strike at the Detroit Three carmakers by the United Auto Workers grew all but certain on Thursday with little progress reported in talks hours before a contract deadline expires. The union - which represents 146,000 U.S. auto workers - is asking for 40% pay raises through September 2027 and major improvements in benefits as part of what it calls ""audacious"" demands. The UAW has outlined plans for a series of strikes targeting individual, undisclosed U.S. auto plants if agreements are not reached by 11:59 pm ET Thursday, rather than a full walkout. The union plans to disclose the initial plants during a 10 p.m. ET event. Ford Motor (F.N) CEO Jim Farley told CNN the proposal to hike wages by 40% would ""put us out of business."" He said there were no talks going on, and that the automaker has received no counteroffer to its plan to offer 20% pay hikes. U.S. President Joe Biden on Thursday spoke with UAW President Shawn Fain and leaders of the car companies to discuss the status of negotiations, the White House said. Just 10 days ago, Biden had expressed optimism that a strike could be averted, saying: ""I'm not worried about a strike ... I don't think it's going to happen."" General Motors (GM.N) earlier said it hiked its contract offer to a 20% wage hike for U.S. autoworkers over four and a half years - including 10% in the first year - to avoid a strike that is set to begin at midnight if no deal is reached. GM CEO Mary Barra told employees the company still hoped to reach a deal: ""Remember: we had a strike in 2019 and nobody won."" GM reported a $3.6 billion pre-tax loss in 2019 after the 42-day walkout. The third Detroit automaker, Chrysler parent Stellantis (STLAM.MI), has offered pay hikes of 17.5%, the union has said. Coordinated strikes would represent arguably the most ambitious U.S. labor action in decades and could impact U.S. economic growth, depending on how long they last. The UAW's demands include restoring defined benefit pensions for all workers, 32-hour work weeks and additional cost-of-living hikes, as well as job security guarantees and an end to the use of temporary workers. Ford's Farley said if the UAW proposal had already been in effect the company would have lost about $15 billion from 2019-2022 instead of earning about $30 billion and ""gone bankrupt by now."" He criticized the lack of talks Thursday. ""Nothing is going on,"" he told CNBC. The UAW responded to the comments on social media saying Farley ""made $21 million last year."" The UAW's Fain said Wednesday a strike was likely as automakers rejected the pension, 32-hour work week and other benefit improvements sought. He also criticized proposed changes to profit sharing that would cut payments to workers. UAW organizing director Brian O. Shepherd said in an online event Thursday that the strike strategy is to give ""negotiators maximum flexibility"" to get autoworkers ""the contract they deserve."" He added a full walkout ""is still on the table."" Fain has said the pay raises offered by the Detroit Three to auto workers were inadequate even as automakers said the union had yet to formally respond to their latest, more generous offers. ""The clear winner in this Game of Thrones Battle between the UAW vs. GM/Ford is Tesla,"" said Wedbush analyst Daniel Ives. The Detroit automakers could face higher costs and complexity in the future that Tesla and other non-union automakers will not face as they expand electric vehicle production, he said. The U.S. auto sector, including parts manufacturers, employs almost 1 million people, according to the U.S. Bureau of Labor Statistics. Biden administration officials are discussing emergency aid to protect smaller firms that supply U.S. auto manufacturers, according to a source with knowledge of the matter. The White House declined to comment. Fain outlined a strategy to ""create confusion"" with a series of work stoppages targeting individual U.S. plants if no deal is reached. Stopping work at a key engine or transmission plant, for example, could have a cascading effect by depriving other factories of parts they need to produce vehicles. Another option would be to strike at profitable pickup truck or SUV assembly plants. Fain said it was still possible that at a later date all of the auto workers could strike. A full strike would hit earnings at each affected automaker by about $400 million to $500 million per week assuming all production was lost, Deutsche Bank has estimated. Some losses could be recouped by boosting production schedules after a strike, but that possibility fades as a strike extends to weeks or months. A UAW strike would not affect European and Asian carmakers like Toyota, Honda and Mercedes, whose U.S. plant workers are not represented by the union. The UAW said it was planning a rally in Detroit on Friday that will include Fain, Senator Bernie Sanders and other members of Congress, coinciding with a first of day of expected walkouts."
Ford CEO says UAW proposal could force bankruptcy,https://www.reuters.com/business/autos-transportation/ford-ceo-says-uaw-proposal-could-force-bankruptcy-2023-09-14/,"Sept 14 (Reuters) - Ford Motor (F.N) Chief Executive Jim Farley said Thursday the United Auto Workers union proposal to hike wages by 40%, cut workweeks and add new pension benefits could bankrupt the company. ""You want us to choose bankruptcy over supporting our workers,"" Farley, in a CNBC interview, said of the UAW proposal. He said there are no current talks, and the automaker has received no counteroffer. ""Nothing is going on."" Farley said if the UAW proposal had been in effect since 2019, instead of making about $30 billion in profits over four years, the company would have lost about $15 billion ""and gone bankrupt by now."""
"As UAW strike looms, Biden administration considers aid for small suppliers, source says",https://www.reuters.com/business/autos-transportation/uaw-strike-looms-biden-admin-considers-aid-small-suppliers-source-2023-09-14/,"Sept 14 (Reuters) - President Joe Biden's administration is discussing emergency aid to protect smaller firms that supply U.S. auto manufacturers if the United Auto Workers union goes on strike, a source with knowledge of the matter said on Thursday. The Detroit Three automakers and union negotiators offered little hope a deal would be reached on Thursday to avoid a midnight walk-off that would be the UAW's first-ever simultaneous strike against the U.S. carmakers. The UAW has outlined plans for a series of strikes targeting individual, undisclosed U.S. auto plants, rather than a full walkout, if agreements are not reached by the contract expiration. Aid for suppliers has been discussed ""since the minute it became clear there could be a strike"" but those talks are ""premature and fluid,"" the source said. Auto suppliers held recent discussions with the White House about the potential impact of a strike and possible options that the Biden administration could tap to help suppliers weather a prolonged strike. The worry is that ""tier-1 suppliers will still be able to weather the storm financially,"" but it's the ones down the line that can't withstand the ""impact beyond six to eight weeks,"" the source said. The Washington Post was first to report such aid was being considered, and said options could include grants from the Labor Department to workers or loans from the Small Business Administration (SBA) to companies. The White House had no comment. The Labor Department and the SBA did not immediately respond to requests for comment. Many smaller U.S. manufacturers that supply parts to the Detroit Three automakers are in a weak financial condition after the shock of pandemic shutdowns and subsequent semiconductor shortages that depressed vehicle production at the three companies for much of the past three years. The auto parts manufacturing industry employs 4.8 million people, according to the Motor Equipment Manufacturers Association trade group. Many of those jobs are in Michigan, Ohio and other Midwestern states, as well as the Canadian province of Ontario. Small suppliers are critical to automakers' supply chains. If even one bracket or bolt or plastic interior part doesn't arrive at an assembly line, production could stop. Automakers have spent much of the past three years dealing with supply chain disruptions, and are still working to recover."
"Tata Motors tests export markets for EVs, to roll out EV-only dealerships in India",https://www.reuters.com/business/autos-transportation/tata-motors-tests-export-markets-evs-roll-out-ev-only-dealerships-india-2023-09-14/,"NEW DELHI, Sept 14 (Reuters) - Tata Motors (TAMO.NS), India's biggest electric carmaker, is testing its electric vehicles in some global markets where it could look at a potential launch if the experiment succeeds, its managing director told Reuters. The tests are in early stages and based on how the cars perform, Tata may need to make some changes to the product before it can finalise and develop a ""go to market"" strategy, Shailesh Chandra said in an interview. ""It is about which markets I should be in, with what products and with what kind of distribution strategy. We are assessing some markets, running our cars, discussing with business partners,"" he said. Chandra said it was too early to discuss details of the export markets and there would be more clarity next year. Tata also plans to roll out new car dealerships over coming quarters in some Indian cities that will exclusively sell EVs as sales of its clean cars gain momentum and it lines up faster launches of new electric models, Chandra said. Sales of EVs globally have been growing as tighter emission regulations push carmakers to increase the share of electric cars in their portfolio. While Tesla (TSLA.O) still leads the EV race, Chinese rivals like BYD (002594.SZ) are catching up with new factories and aggressive exports. Tata Motors, which already sells three EV models, launched its fourth electric car in New Delhi on Thursday - a new version of its Nexon electric SUV with a starting price of 1.5 million rupees ($18,000), which can be driven for 465 kilometres (289 miles) on a single charge. The EV maker has a more than 80% share of India's electric car market, which is small but growing, and where it competes with China's MG Motor and home-grown Mahindra & Mahindra (MAHM.NS). Tesla is also eyeing an India factory and is in talks with the government to build a $24,000 car. Electric models made up about 2% of total car sales in India of 3.9 million last fiscal year and the government wants to grow this to 30% by 2030. The Mumbai-based automaker has said it plans to have 10 electric cars in its portfolio over the next 3-4 years with EVs making up 25% of its total car sales by 2025. Chandra said the company is on track to meet its targets, including plans to sell around 100,000 EVs in the current fiscal year. Growing sales and the new Nexon EV have become the catalyst for its plan to launch EV-only dealerships, Chandra said. ""It is not going to be a pan-India roll out, it is going to be a progressive roll out. We want to understand fully the implication of an exclusive outlet versus what we were selling with the existing outlets,"" Chandra said. Tata has a country-wide dealership network for its gasoline and diesel cars through which it currently also sells its EVs. Chandra said the roll out of new EV outlets would be in small and big cities, depending on its current network of dealerships. Tata's ability to ramp up production of its EVs and launch new electric car models at a faster pace will also support its plan for new dealerships, which can now offer a broader portfolio, making them more viable, Chandra said. ""Earlier, the bigger problem was our lack of assessment of demand ... today we are very well prepared to deal with a faster ramp up,"" he said. ($1 = 83.0000 Indian rupees)"
"UAW prepares to strike at Detroit Three automakers, rejects new offers",https://www.reuters.com/business/autos-transportation/uaw-president-lot-work-remaining-reach-auto-labor-deals-2023-09-13/,"Sept 13 (Reuters) - The United Auto Workers on Wednesday outlined plans for a series of strikes targeting individual U.S. auto plants in what would be its first-ever simultaneous strike against the Detroit Three automakers if agreements are not reached by late Thursday. ""To win, we're likely going to have to take action,"" UAW President Shawn Fain said in a Facebook Live address, adding the UAW was not planning company-wide walkouts if no deal was reached but would escalate if negotiations did not improve. ""We are preparing to strike these companies in a way they have never seen before."", Fain said the Detroit Three automakers had offered 146,000 U.S. autoworkers pay raises of as much as 20% over four and a half years but called the hikes inadequate even as automakers protested the union had yet to formally respond to their latest more generous offers. Fain outlined a strategy to ""create confusion"" with a series of work stoppages targeting individual U.S. plants if no deal is reached but did not disclose which plants it planned to strike. ""We're going to hit where we need to hit,"" Fain said. Coordinated strikes would mark the first-ever simultaneous labor stoppage at all three Detroit automakers and one of the largest U.S. industrial labor actions in recent years. ""We're making progress ... but we're still very far apart on our key priorities,"" Fain said, adding the UAW will disclose which plants it will strike Thursday when the current four-year contracts expire at 11:59 p.m. Eastern time. Ford Motor (F.N) has proposed a 20% hike in pay, General Motors (GM.N) 18%, and Chrysler-parent Stellantis (STLAM.MI) 17.5%, Fain said. That is less than half of the 40% pay hikes the union has sought, including an immediate 20% hike on ratification of a contract and 5% annual hikes, but higher than the initial offers the companies made. Ford said it had made four counteroffers and blasted the UAW saying the company had ""not received any genuine counteroffers from the union"" and added ""we should be working creatively to solve hard problems rather than planning strikes and PR events."" Stellantis said it is ""still awaiting the UAW’s response to the offer we presented yesterday."" GM said it continues ""to bargain directly and in good faith with the UAW and have presented additional strong offers. We are making progress in key areas."" Ford warned of a grim scenario. ""The future of our industry is at stake. Let’s do everything we can to avert a disastrous outcome."" The union's demands include restoring defined benefit pensions for all workers, 32-hour work weeks and additional cost-of-living hikes, as well as job security guarantees and an end to the use of temporary workers. Fain said automakers had rejected pension, 32-hour work week and other benefits. He also criticized proposed changes to profit sharing that would cut payments to workers. A UAW strike that shuts the Detroit Three manufacturers for 10 days could cost carmakers, suppliers and workers over $5 billion, Michigan-based Anderson Economic Group estimated, and could lead to a disruption of the broader auto supplier network. U.S. President Joe Biden has encouraged the parties to stay at the table ""to get a win-win agreement that keeps UAW workers at the heart of our auto future,"" White House economic adviser Jared Bernstein said Wednesday. Biden called top executives from all three automakers last week to ""encourage them to provide more forward-leaning offers to stay at the table,"" Bernstein added. AFL-CIO President Liz Shuler told Reuters autoworkers do not want to go on strike ""but they will if they have to in order to reach a fair deal."" Shuler noted there have been over 200 strikes this year in the United States. ""It's because the economy is broken. Workers are fed up,"" she said. The UAW said it is planning a rally in Detroit Friday that will include Fain, Senator Bernie Sanders and other members of Congress that would coincide with a first of day of walkouts. Targeting strategic plants could quickly force automakers to halt some or all U.S. production and could extend the time before the UAW's $825 million strike fund is exhausted. (This story has been refiled to correct Shawn Fain's first name in paragraph 2)"
